diviziune,grupa,clasa,denumire,nivel
1,360,3600,"Captarea, tratarea si distributia apei 37 Colectarea si epurarea apelor uzate",3
1,370,,Colectarea si epurarea apelor uzate,2
1,370,3700,"Colectarea si epurarea apelor uzate 38 Colectarea, tratarea si eliminarea deseurilor; activitati de recuperare a materialelor reciclabile",3
1,381,,Colectarea deseurilor,2
1,381,3811,Colectarea deseurilor nepericuloase,3
1,381,3812,Colectarea deseurilor periculoase,3
1,382,,Recuperarea materialelor,2
1,382,3821,Recuperarea materialelor reciclabile,3
1,382,3822,Productia de energie (electrica sau termica) prin tratarea deseurilor (inclusiv prin incinerare),3
1,382,3823,Alte activitati de tartare a deseurilor,3
1,383,,Eliminarea deseurilor,2
1,383,3831,Incinerarea deseurilor fara productie de energie,3
1,383,3832,Activitati ale gropilor de gunoi sau a depozitelor permanente de deseuri 13 13,3
1,383,3833,Alte activitati de eliminare a deseurilor 39 Activitati si servicii de decontaminare,3
1,390,,Activitati si servicii de decontaminare,2
1,390,3900,Activitati si servicii de decontaminare SECTIUNEA F - CONSTRUCTII 41 Constructii de cladiri,3
1,410,,Lucrari de constructii a cladirilor rezidentiale si nerezidentiale,2
1,410,4100,Lucrari de constructii a cladirilor rezidentiale si nerezidentiale 42 Lucrari de geniu civil,3
1,421,,Lucrari de constructii a drumurilor si a cailor ferate,2
1,421,4211,Lucrari de constructii a drumurilor si autostrazilor,3
1,421,4212,Lucrari de constructii a cailor ferate de suprafata si subterane.,3
1,421,4213,Constructia de poduri si tuneluri,3
1,422,,Lucrari de constructii a proiectelor utilitare,2
1,422,4221,Lucrari de constructii a proiectelor utilitare pentru fluide,3
1,422,4222,Lucrari de constructii a proiectelor utilitare pentru electricitate si telecomunicatii,3
1,429,,Lucrari de constructii a altor proiecte ingineresti,2
1,429,4291,Constructii hidrotehnice,3
1,429,4299,Lucrari de constructii a altor proiecte ingineresti n.c.a. 43 Lucrari speciale de constructii,3
1,431,,Lucrari de demolare si de pregatire a terenului,2
1,431,4311,Lucrari de demolare a constructiilor,3
1,431,4312,Lucrari de pregatire a terenului,3
1,431,4313,Lucrari de foraj si sondaj pentru constructii,3
1,432,,Lucrari de instalatii electrice si tehnico-sanitare si alte lucrari de instalatii pentru constructii,2
1,432,4321,Lucrari de instalatii electrice,3
1,432,4322,"Lucrari de instalatii sanitare, de incalzire si de aer conditionat",3
1,432,4323,Lucrari de izolatii,3
1,432,4324,Alte lucrari de instalatii pentru constructii,3
1,433,,Lucrari de finisare,2
1,433,4331,Lucrari de ipsoserie,3
1,433,4332,Lucrari de tamplarie si dulgherie,3
1,433,4333,Lucrari de pardosire si placare a peretilor,3
1,433,4334,"Lucrari de vopsitorie, zugraveli si montari de geamuri",3
1,433,4335,Alte lucrari de finisare,3
1,434,,Lucrari speciale de constructii pentru cladiri,2
1,434,4341,"Lucrari de invelitori, sarpante si terase la constructii",3
1,434,4342,Alte lucrari speciale de constructii pentru cladiri 14 14,3
1,435,,Lucrari speciale de constructii pentru proiecte de geniu civil,2
1,435,4350,Lucrari speciale de constructii pentru proiecte de geniu civil,3
1,436,,Servicii de intermediere pentru lucrari speciale de constructii,2
1,436,4360,Servicii de intermediere pentru lucrari speciale de constructii,3
1,439,,Alte lucrari speciale de constructii,2
1,439,4391,Activitati de zidarie,3
1,439,4399,Alte lucrari speciale de constructii n.c.a. SECTIUNEA G - COMERT CU RIDICATA SI CU AMANUNTUL; 46 Comert cu ridicata,3
1,461,,Activitati de intermediere in comertul cu ridicata,2
1,461,4611,"Intermedieri in comertul cu materii prime agricole, animale vii, materii prime textile si cu semifabricate",3
1,461,4612,"Intermedieri in comertul cu combustibili, minereuri, metale si produse chimice pentru industrie",3
1,461,4613,Intermedieri in comertul cu material lemnos si materiale de constructii,3
1,461,4614,"Intermedieri in comertul cu masini, echipamente industriale, nave si avioane",3
1,461,4615,"Intermedieri in comertul cu mobila, articole de menaj si de fierarie",3
1,461,4616,"Intermedieri in comertul cu textile, confectii din blana, incaltaminte si articole din piele",3
1,461,4617,"Intermedieri in comertul cu produse alimentare, bauturi si tutun",3
1,461,4618,"Intermedieri in comertul specializat in vanzarea produselor cu caracter specific, n.c.a.",3
1,461,4619,Intermedieri in comertul cu produse diverse,3
1,462,,Comert cu ridicata al produselor agricole brute si al animalelor vii,2
1,462,4621,"Comert cu ridicata al cerealelor, semintelor, furajelor si tutunului neprelucrat",3
1,462,4622,Comert cu ridicata al florilor si al plantelor,3
1,462,4623,Comert cu ridicata al animalelor vii,3
1,462,4624,"Comert cu ridicata al blanurilor, pieilor brute si al pieilor prelucrate",3
1,463,,"Comert cu ridicata al produselor alimentare, al bauturilor si al tutunului",2
1,463,4631,Comert cu ridicata al fructelor si legumelor,3
1,463,4632,"Comert cu ridicata al carnii si produselor din carne, peste si produse din peste, crustacee si moluste",3
1,463,4633,"Comert cu ridicata al produselor lactate, oualor, uleiurilor si grasimilor comestibile",3
1,463,4634,Comert cu ridicata al bauturilor,3
1,463,4635,Comert cu ridicata al produselor din tutun,3
1,463,4636,"Comert cu ridicata al zaharului, ciocolatei si produselor zaharoase",3
1,463,4637,"Comert cu ridicata cu cafea, ceai, cacao si condimente",3
1,463,4638,Comert cu ridicata specializat al altor alimente,3
1,463,4639,"Comert cu ridicata nespecializat de produse alimentare, bauturi si tutun",3
1,464,,Comert cu ridicata al bunurilor de consum,2
1,464,4641,Comert cu ridicata al produselor textile,3
1,464,4642,Comert cu ridicata al imbracamintei si incaltamintei,3
1,464,4643,"Comert cu ridicata al aparatelor electrice de uz gospodaresc, al aparatelor de radio si televizoarelor",3
1,464,4644,"Comert cu ridicata al produselor din ceramica, sticlarie, si produse de intretinere",3
1,464,4645,Comert cu ridicata al produselor cosmetice si de parfumerie,3
1,464,4646,Comert cu ridicata al produselor farmaceutice si medicale 15 15,3
1,464,4647,"Comert cu ridicata al mobilei (inclusiv de birou si pentru magazine), covoarelor si a articolelor de iluminat",3
1,464,4648,Comert cu ridicata al ceasurilor si bijuteriilor,3
1,464,4649,Comert cu ridicata al altor bunuri de uz gospodaresc,3
1,465,,Comert cu ridicata al echipamentului informatic si de telecomunicatii,2
1,465,4650,Comert cu ridicata al echipamentului informatic si de telecomunicatii,3
1,466,,"Comert cu ridicata al altor masini, echipamente si furnituri",2
1,466,4661,"Comert cu ridicata al masinilor agricole, echipamentelor si furniturilor",3
1,466,4662,Comert cu ridicata al masinilor-unelte,3
1,466,4663,Comert cu ridicata al masinilor pentru industria miniera si constructii,3
1,466,4664,Comert cu ridicata al altor masini si echipamente,3
1,467,,Comert cu ridicata al autovehiculelor si motocicletelor; comert cu ridicata al pieselor si accesoriilor pentru autovehicule si motociclete,2
1,467,4671,Comert cu ridicata al autovehiculelor,3
1,467,4672,Comert cu ridicata al pieselor si accesoriilor pentru autovehicule,3
1,467,4673,Comert cu ridicata al motocicletelor; comert cu ridicata al pieselor si accesoriilor pentru motociclete,3
1,468,,Comert cu ridicata specializat al altor produse,2
1,468,4681,"Comert cu ridicata al combustibililor solizi, lichizi si gazosi si al produselor derivate",3
1,468,4682,Comert cu ridicata al metalelor si minereurilor metalice,3
1,468,4683,Comert cu ridicata al materialului lemnos si a materialelor de constructie si echipamentelor sanitare,3
1,468,4684,Comert cu ridicata al echipamentelor si furniturilor de fierarie pentru instalatii sanitare si de incalzire,3
1,468,4685,Comert cu ridicata al produselor chimice,3
1,468,4686,Comert cu ridicata al altor produse intermediare,3
1,468,4687,Comert cu ridicata al deseurilor si resturilor,3
1,468,4689,Comert cu ridicata specializat al altor produse n.c.a.,3
1,469,,Comert cu ridicata nespecializat,2
1,469,4690,Comert cu ridicata nespecializat 47 Comert cu amanuntul,3
1,471,,Comert cu amanuntul nespecializat,2
1,471,4711,"Comert cu amanuntul nespecializat, cu vanzare predominanta de produse alimentare, bauturi si tutun",3
1,471,4712,"Comert cu amanuntul nespecializat, cu vanzare predominanta de produse nealimentare",3
1,472,,"Comert cu amanuntul al produselor alimentare, bauturilor si al produselor din tutun",2
1,472,4721,Comert cu amanuntul al fructelor si legumelor proaspete,3
1,472,4722,Comert cu amanuntul al carnii si al produselor din carne,3
1,472,4723,"Comert cu amanuntul al pestelui, crustaceelor si molustelor",3
1,472,4724,"Comert cu amanuntul al painii, produselor de patiserie si produselor zaharoase",3
1,472,4725,Comert cu amanuntul al bauturilor,3
1,472,4726,Comert cu amanuntul al produselor din tutun,3
1,472,4727,Comert cu amanuntul al altor produse alimentare,3
1,473,,Comert cu amanuntul al carburantilor pentru autovehicule i,2
1,473,4730,Comert cu amanuntul al carburantilor pentru autovehicule 16 16,3
1,474,,Comert cu amanuntul al echipamentului informatic si de telecomunicatii,2
1,474,4740,Comert cu amanuntul al echipamentului informatic si de telecomunicatii,3
1,475,,Comert cu amanuntul al altor produse casnice,2
1,475,4751,Comert cu amanuntul al textilelor,3
1,475,4752,"Comert cu amanuntul al articolelor de fierarie, al materialelor de constructii, al articolelor din sticla si a celor pentru vopsit",3
1,475,4753,"Comert cu amanuntul al covoarelor, carpetelor, tapetelor si a altor acoperitoare de podea",3
1,475,4754,Comert cu amanuntul al articolelor si aparatelor electrocasnice,3
1,475,4755,"Comert cu amanuntul al mobilei, al articolelor de iluminat si al altor articole de uz casnic n.c.a.",3
1,476,,Comert cu amanuntul de bunuri culturale si recreative,2
1,476,4761,Comert cu amanuntul al cartilor,3
1,476,4762,Comert cu amanuntul al ziarelor si articolelor de papetarie,3
1,476,4763,Comert cu amanuntul al echipamentelor sportive,3
1,476,4764,Comert cu amanuntul al jocurilor si jucariilor,3
1,476,4769,Comert cu amanuntul de bunuri culturale si recreative n.c.a.,3
1,477,,"Comert cu amanuntul al altor bunuri, cu exceptia autovehiculelor si motociclete",2
1,477,4771,Comert cu amanuntul al imbracamintei,3
1,477,4772,Comert cu amanuntul al incaltamintei si articolelor din piele,3
1,477,4773,Comert cu amanuntul al produselor farmaceutice,3
1,477,4774,Comert cu amanuntul al articolelor medicale si ortopedice,3
1,477,4775,Comert cu amanuntul al produselor cosmetice si de parfumerie,3
1,477,4776,"Comert cu amanuntul al florilor, plantelor si semintelor; comert cu amanuntul al animalelor de companie si a hranei pentru acestea",3
1,477,4777,Comert cu amanuntul al ceasurilor si bijuteriilor,3
1,477,4778,Comert cu amanuntul al altor bunuri noi,3
1,477,4779,Comert cu amanuntul al bunurilor de ocazie,3
1,478,,Comert cu amanuntul al autovehiculelor si motocicletelor; comert cu amanuntul al pieselor si accesoriilor pentru autovehicule si motociclete,2
1,478,4781,Comert cu amanuntul al autovehiculelor,3
1,478,4782,Comert cu amanuntul al pieselor si accesoriilor pentru autovehicule,3
1,478,4783,Comert cu amanuntul al motocicletelor; comert cu amanuntul al pieselor si accesoriilor pentru motociclete,3
1,479,,Activitati de intermediere in comertul cu amanuntul,2
1,479,4791,Intermedieri in comertul cu amanuntul nespecializat,3
1,479,4792,Intermedieri in comertul cu amanuntul specializat SECTIUNEA H - TRANSPORT SI DEPOZITARE 49 Transporturi terestre si transporturi prin conducte,3
1,491,,Transporturi de calatori pe calea ferata,2
1,491,4911,Transport de pasageri pe cai ferate grele/magistrale,3
1,491,4912,Alte transporturi de pasageri pe cai ferate usoare,3
1,492,,Transporturi de marfa pe calea ferata,2
1,492,4920,Transporturi de marfa pe calea ferata,3
1,493,,Alte transporturi terestre de calatori,2
1,493,4931,"Transporturi terestre de pasageri, pe baza de grafic 17 17",3
1,493,4932,"Transporturi terestre de pasageri, ocazionale",3
1,493,4933,"Transporturi terestre de pasageri cu vehicule cu sofer, pe baza de comanda",3
1,493,4934,"Transporturi de pasageri cu funiculare, teleferice si schilifturi",3
1,493,4939,Alte transporturi terestre de calatori n.c.a.,3
1,494,,Transporturi rutiere de marfuri si servicii de mutare,2
1,494,4941,Transporturi rutiere de marfuri,3
1,494,4942,Servicii de mutare,3
1,495,,Transporturi prin conducte,2
1,495,4950,Transporturi prin conducte 50 Transporturi pe apa,3
1,501,,Transporturi maritime si costiere de pasageri,2
1,501,5010,Transporturi maritime si costiere de pasageri,3
1,502,,Transporturi maritime si costiere de marfa,2
1,502,5020,Transporturi maritime si costiere de marfa,3
1,503,,Transporturi de pasageri pe cai navigabile interioare,2
1,503,5030,Transportul de pasageri pe cai navigabile interioare,3
1,504,,Transportul de marfa pe cai navigabile interioare,2
1,504,5040,Transportul de marfa pe cai navigabile interioare 51 Transporturi aeriene,3
1,511,,Transporturi aeriene de pasageri,2
1,511,5110,Transporturi aeriene de pasageri,3
1,512,,Transporturi aeriene de marfa si transporturi spatiale,2
1,512,5121,Transporturi aeriene de marfa,3
1,512,5122,Transporturi spatiale 52 Depozitare si activitati auxiliare pentru transporturi,3
1,521,,Depozitari,2
1,521,5210,Depozitari,3
1,522,,Activitati anexe pentru transporturi,2
1,522,5221,Activitati de servicii anexe pentru transporturi terestre,3
1,522,5222,Activitati de servicii anexe transporturilor pe apa,3
1,522,5223,Activitati de servicii anexe transporturilor aeriene,3
1,522,5224,Manipulari,3
1,522,5225,Activitati de servicii logistice pentru transporturi,3
1,522,5226,Alte activitati anexe transporturilor,3
1,523,,Activitati de intermediere pentru transporturi,2
1,523,5231,Activitati de intermediere pentru transportul de marfa,3
1,523,5232,Activitati de intermediere pentru transportul de pasageri 53 Activitati de posta si de curier,3
1,531,,Activitati postale desfasurate sub obligativitatea serviciului universal,2
1,531,5310,Activitati postale desfasurate sub obligativitatea serviciului universal 18 18,3
1,532,,Alte activitati postale si de curier,2
1,532,5320,Alte activitati postale si de curier,3
1,533,,Servicii de intermediere pentru activitati postale si de curier,2
1,533,5330,Servicii de intermediere pentru activitati postale si de curier SECTIUNEA I - HOTELURI SI RESTAURANTE 55 Hoteluri si alte facilitati de cazare,3
1,551,,Hoteluri si alte facilitati de cazare similare,2
1,551,5510,Hoteluri si alte facilitati de cazare similare,3
1,552,,Facilitati de cazare pentru vacante si perioade de scurta durata,2
1,552,5520,Facilitati de cazare pentru vacante si perioade de scurta durata,3
1,553,,"Parcuri pentru rulote, campinguri si tabere",2
1,553,5530,"Parcuri pentru rulote, campinguri si tabere",3
1,554,,Intermedieri pentru servicii de cazare,2
1,554,5540,Intermedieri pentru servicii de cazare,3
1,559,,Alte servicii de cazare,2
1,559,5590,Alte servicii de cazare 56 Restaurante si alte activitati de servicii de alimentatie,3
1,561,,Restaurante,2
1,561,5611,Restaurante,3
1,561,5612,Activitati ale unitatilor mobile de alimentatie,3
1,562,,Activitati de alimentatie (catering) pentru evenimente si alte servicii de alimentatie,2
1,562,5621,Activitati de alimentatie (catering) pentru evenimente,3
1,562,5622,Alte servicii de alimentatie n.c.a.,3
1,563,,Baruri si alte activitati de servire a bauturilor,2
1,563,5630,Baruri si alte activitati de servire a bauturilor,3
1,564,,Intermedieri pentru servicii de alimentatie si de servire a bauturilor,2
1,564,5640,Intermedieri pentru servicii de alimentatie si de servire a bauturilor SECTIUNEA J - ACTIVITATI DE EDITARE; DIFUZAREA DE PROGRAME DE RADIO SI TELEVIZIUNE; ACTIVITATI DE PRODUCTIE SI DISTRIBUTIE DE CONTINUTURI 58 Activitati de editare,3
1,581,,"Activitati de editare a cartilor, ziarelor, revistelor si alte activitati de editare",2
1,581,5811,Activitati de editare a cartilor,3
1,581,5812,Activitati de editare a ziarelor,3
1,581,5813,Activitati de editare a revistelor si periodicelor,3
1,581,5819,Alte activitati de editare 19 19,3
1,582,,Activitati de editare a produselor software,2
1,582,5821,Activitati de editare a jocurilor de calculator,3
1,582,5829,"Activitati de editare a altor produse software 59 Activitati de productie cinematografica, video si de programe de televiziune; inregistrari audio si activitati de editare muzicala",3
1,591,,"Activitati de productie cinematografica, video si de programe de televiziune",2
1,591,5911,"Activitati de productie cinematografica, video si de programe de televiziune",3
1,591,5912,"Activitati post-productie cinematografica, video si de programe de televiziune",3
1,591,5913,"Activitati de distributie a filmelor cinematografice, video si a programelor de televiziune",3
1,591,5914,Proiectia de filme cinematografice,3
1,592,,Activitati de realizare a inregistrarilor audio si activitati de editare muzicala,2
1,592,5920,"Activitati de realizare a inregistrarilor audio si activitati de editare muzicala 60 Activitati de difuzare si transmitere de programe, agentii de stiri si alte activitoti de distributie de continut",3
1,601,,"Activitati radiodifuziune, activitati de distributie de programe audio",2
1,601,6010,"Activitati radiodifuziune, activitati de distributie de programe audio",3
1,602,,"Activitati de difuzare a programelor de televiziune, activitati de distributie de programe video",2
1,602,6020,"Activitati de difuzare a programelor de televiziune, activitati de distributie de programe video",3
1,603,,Activitati ale agentiilor de stiri si de distributie a altor continuturi,2
1,603,6031,Activitati ale agentiilor de stiri,3
1,603,6039,Activitati de distributie a altor continuturi SECTIUNEA K – TELECOMUNICATII; ACTIVITATI DE PROGRAMARE SI DE CONSULTANTA IN TEHNOLOGIA INFORMATIEI; ALTE SERVICII INFORMATIONALE 61 Telecomunicatii,3
1,611,,"Activitati de telecomunicatii prin retele cu cablu, prin retele fara cablu si prin satelit",2
1,611,6110,"Activitati de telecomunicatii prin retele cu cablu, prin retele fara cablu si prin satelit",3
1,612,,Activitati de revanzare a serviciilor de telecomunicatii si servicii de intermediere pentru telecomunicatii,2
1,612,6120,Activitati de revanzare a serviciilor de telecomunicatii si servicii de intermediere pentru telecomunicatii,3
1,619,,Alte activitati de telecomunicatii,2
1,619,6190,Alte activitati de telecomunicatii 62 Activitati de programare si activitati de consultanta in tehnologia informatiei,3
1,621,,Activitati de programare,2
1,621,6210,Activitati de realizare a soft-ului la comanda (software orientat client) 20 20,3
1,622,,Activitati de consultanta in tehnologia informatiei si de management (gestiune si exploatare) a mijloacelor de calcul,2
1,622,6220,Activitati de consultanta in tehnologia informatiei si de management (gestiune si exploatare) a mijloacelor de calcul,3
1,629,,Alte activitati de servicii privind tehnologia informatiei,2
1,629,6290,"Alte activitati de servicii privind tehnologia informatiei 63 Activitati ale portalurilor web, prelucrarea datelor, administrarea paginilor web si activitati conexe",3
1,631,,"Prelucrarea datelor, administrarea paginilor web si activitati conexe",2
1,631,6310,"Prelucrarea datelor, administrarea paginilor web si activitati conexe",3
1,639,,Activitati ale portalurilor web si alte activitati de servicii informationale,2
1,639,6391,Activitati ale portalurilor web,3
1,639,6392,"Alte activitati de servicii informationale n.c. a SECTIUNEA L- INTERMEDIERI FINANCIARE SI ASIGURARI 64 Intermedieri financiare, cu exceptia activitatilor de asigurari si ale fondurilor de pensii",3
1,641,,Intermediere monetara,2
1,641,6411,Activitati ale bancii centrale (nationale),3
1,641,6419,Alte activitati de intermedieri monetare,3
1,642,,Activitati ale holding-urilor si canalelor de finantare,2
1,642,6421,Activitati ale holding-urilor,3
1,642,6422,Activitati ale canalelor de finantare,3
1,643,,Activitati ale fondurilor de investitii; fonduri mutuale si alte entitati financiare similare,2
1,643,6431,Activitati ale fondurilor de investitii de pe piata monetara si ale fondurilor de investitii din afara pietei monetare,3
1,643,6432,Fonduri mutuale si alte entitati financiare similare,3
1,649,,"Alte activitati de intermedieri financiare, exceptand activitati de asigurari si fonduri de pensii",2
1,649,6491,Leasing financiar,3
1,649,6492,Alte activitati de creditare,3
1,649,6499,"Alte intermedieri financiare n.c.a., exceptand activitati de asigurari si fonduri de pensii 65 Activitati de asigurari, reasigurari si ale fondurilor de pensii (cu exceptia celor din sistemul public de asigurari sociale)",3
1,651,,Activitati de asigurari,2
1,651,6511,Activitati de asigurari de viata,3
1,651,6512,Alte activitati de asigurari (exceptand asigurarile de viata),3
1,652,,Activitati de reasigurare,2
1,652,6520,Activitati de reasigurare,3
1,653,,Activitati ale fondurilor de pensii (cu exceptia celor din sistemul public de asigurari sociale) 21 21,2
1,653,6530,"Activitati ale fondurilor de pensii (cu exceptia celor din sistemul public de asigurari sociale) 66 Activitati auxiliare pentru intermedieri financiare, activitati de asigurare si fonduri de pensii",3
1,661,,"Activitati auxiliare intermedierilor financiare, cu exceptia activitatilor de asigurari si fonduri de pensii",2
1,661,6611,Administrarea pietelor financiare,3
1,661,6612,Activitati de intermediere a tranzactiilor financiare,3
1,661,6619,"Activitati auxiliare intermedierilor financiare, exceptand activitati de asigurari si fonduri de pensii",3
1,662,,Activitati auxiliare de asigurari si fonduri de pensii,2
1,662,6621,Activitati de evaluare a riscului de asigurare si a pagubelor,3
1,662,6622,Activitati ale agentilor si broker-ilor de asigurari,3
1,662,6629,Alte activitati auxiliare de asigurari si fonduri de pensii,3
1,663,,Activitati de administrare a fondurilor,2
1,663,6630,Activitati de administrare a fondurilor SECTIUNEA M - TRANZACTII IMOBILIARE 68 Tranzactii imobiliare,3
1,681,,Cumpararea si vanzarea de bunuri imobiliare proprii si dezvoltare imobiliara,2
1,681,6811,Cumpararea si vanzarea de bunuri imobiliare proprii,3
1,681,6812,Dezvoltare (promovare) imobiliara,3
1,682,,Inchirierea si subinchirierea bunurilor imobiliare proprii sau inchiriate,2
1,682,6820,Inchirierea si subinchirierea bunurilor imobiliare proprii sau inchiriate,3
1,683,,Activitati imobiliare pe baza de comision sau contract,2
1,683,6831,Servicii de intermediere a tranzactiilor imobiliare,3
1,683,6832,"Alte activitati pentru tranzactii imobiliare pe baza de comision sau contract SECTIUNEA N - ACTIVITATI PROFESIONALE, STIINTIFICE SI TEHNICE 69 Activitati juridice si de contabilitate",3
1,691,,Activitati juridice,2
1,691,6910,Activitati juridice,3
1,692,,Activitati de contabilitate si audit financiar; consultanta in domeniul fiscal,2
1,692,6920,"Activitati de contabilitate si audit financiar; consultanta in domeniul fiscal 70 Activitati ale directiilor(centralelor), birourilor administrative centralizate; activitati de management si de consultanta in management",3
1,701,,"Activitati ale directiilor(centralelor), birourilor administrative centralizate",2
1,701,7010,"Activitati ale directiilor(centralelor), birourilor administrative centralizate 22 22",3
1,702,,Activitati de consultanta in afaceri si management,2
1,702,7020,Activitati de consultanta in afaceri si management 71 Activitati de arhitectura si inginerie; activitati de testari si analiza tehnica,3
1,711,,"Activitati de arhitectura, inginerie si servicii de consultanta tehnica legate de acestea",2
1,711,7111,Activitati de arhitectura,3
1,711,7112,Activitati de inginerie si consultanta tehnica legate de acestea,3
1,712,,Activitati de testari si analize tehnice,2
1,712,7120,Activitati de testari si analize tehnice 72 Cercetare-dezvoltare,3
1,721,,Cercetare-dezvoltare in stiinte naturale si inginerie,2
1,721,7210,Cercetare-dezvoltare in stiinte naturale si inginerie,3
1,722,,Cercetare-dezvoltare in stiinte sociale si umaniste,2
1,722,7220,"Cercetare-dezvoltare in stiinte sociale si umaniste 73 Publicitate, activitati de studiere a pietei si relatii publice",3
1,731,,Publicitate,2
1,731,7311,Activitati ale agentiilor de publicitate,3
1,731,7312,Servicii de reprezentare media,3
1,732,,Activitati de studiere a pietei si de sondare a opiniei publice,2
1,732,7320,Activitati de studiere a pietei si de sondare a opiniei publice,3
1,733,,Activitati in domeniul relatiilor publice si al comunicarii,2
1,733,7330,"Activitati in domeniul relatiilor publice si al comunicarii 74 Alte activitati profesionale, stiintifice si tehnice",3
1,741,,Activitati de design specializat,2
1,741,7411,Activitati de design industrial si vestimentar,3
1,741,7412,Design grafic si activitati de comunicare vizuala,3
1,741,7413,Activitati de design de interior,3
1,741,7414,Alte activitati de design specializat,3
1,742,,Activitati fotografice,2
1,742,7420,Activitati fotografice,3
1,743,,Activitati de traducere scrisa si orala (interpreti),2
1,743,7430,Activitati de traducere scrisa si orala (interpreti),3
1,749,,"Alte activitati profesionale, stiintifice si tehnice n.c.a.",2
1,749,7491,Activitati de brokeraj in materie de brevete si servicii de marketing,3
1,749,7499,"Alte activitati profesionale, stiintifice si tehnice n.c.a. 75 Activitati veterinare",3
1,750,,Activitati veterinare 23 23,2
1,750,7500,Activitati veterinare SECTIUNEA O- ACTIVITATI DE SERVICII ADMINISTRATIVE SI ACTIVITATI DE SERVICII SUPORT 77 Activitati de inchiriere si leasing,3
1,771,,Activitati de inchiriere si leasing cu autovehicule,2
1,771,7711,Activitati de inchiriere si leasing cu autoturisme si autovehicule rutiere usoare,3
1,771,7712,Activitati de inchiriere si leasing cu autovehicule rutiere grele,3
1,772,,Activitati de inchiriere si leasing cu bunuri personale si gospodaresti,2
1,772,7721,Activitati de inchiriere si leasing cu bunuri recreationale si echipament sportiv,3
1,772,7722,Activitati de inchiriere si leasing cu alte bunuri personale si gospodaresti n.c.a.,3
1,773,,"Activitati de inchiriere si leasing cu alte masini, echipamente si bunuri tangibile",2
1,773,7731,Activitati de inchiriere si leasing cu masini si echipamente agricole,3
1,773,7732,Activitati de inchiriere si leasing cu masini si echipamente pentru constructii,3
1,773,7733,Activitati de inchiriere si leasing cu masini si echipamente de birou (inclusiv calculatoare),3
1,773,7734,Activitati de inchiriere si leasing cu echipamente de transport pe apa,3
1,773,7735,Activitati de inchiriere si leasing cu echipamente de transport aerian,3
1,773,7739,"Activitati de inchirierea si leasing cu alte masini, echipamente si bunuri tangibile n.c.a.",3
1,774,,Leasing cu bunuri intangibile (cu exceptia lucrarilor care fac obiectul drepturilor de autor),2
1,774,7740,Leasing cu bunuri intangibile (cu exceptia lucrarilor care fac obiectul drepturilor de autor),3
1,775,,Servicii de intermediere pentru inchirierea si leasingul de bunuri corporale si bunuri intangibile (exceptand financiare),2
1,775,7751,"Servicii de intermediere pentru inchirierea si leasingul autoturismelor, autorulotelor si remorcilor",3
1,775,7752,Servicii de intermediere pentru inchirierea si leasingul altor bunuri corporale si bunuri intangibile (exceptand financiare) 78 Activitati de servicii privind forta de munca,3
1,781,,Activitati ale agentiilor de plasare a fortei de munca,2
1,781,7810,Activitati ale agentiilor de plasare a fortei de munca,3
1,782,,Activitati ale agentiilor de plasare temporara a fortei de munca si furnizarea altor resurse umane,2
1,782,7820,Activitati ale agentiilor de plasare temporara a fortei de munca si furnizarea altor resurse umane 79 Activitati ale agentiilor turistice si a tur-operatorilor; alte servicii de rezervare si asistenta turistica,3
1,791,,Activitati ale agentiilor turistice si a tur-operatorilor,2
1,791,7911,Activitati ale agentiilor turistice,3
1,791,7912,Activitati ale tur-operatorilor,3
1,799,,Alte servicii de rezervare si asistenta turistica,2
1,799,7990,Alte servicii de rezervare si asistenta turistica 24 24 80 Activitati de investigatii si protectie,3
1,800,,Activitati de investigatii si protectie,2
1,800,8001,Activitati de investigatii si servicii private de protectie,3
1,800,8009,Alte activitati de protectie n.c.a. 81 Activitati de peisagistica si servicii pentru cladiri,3
1,811,,Activitati de servicii suport combinate,2
1,811,8110,Activitati de servicii suport combinate,3
1,812,,Activitati de curatenie,2
1,812,8121,Activitati generale de curatenie a cladirilor,3
1,812,8122,Activitati specializate de curatenie,3
1,812,8123,Alte activitati de curatenie,3
1,813,,Activitati de intetinere peisagistica,2
1,813,8130,"Activitati de intetinere peisagistica 82 Activitati de secretariat, servicii suport si alte activitati de servicii prestate in principal intreprinderilor",3
1,821,,Activitati de secretariat si servicii suport,2
1,821,8210,Activitati de secretariat si servicii suport,3
1,822,,Activitati ale centrelor de intermediere telefonica (call center),2
1,822,8220,Activitati ale centrelor de intermediere telefonica (call center),3
1,823,,"Activitati de organizare a expozitiilor, targurilor si congreselor",2
1,823,8230,"Activitati de organizare a expozitiilor, targurilor si congreselor",3
1,824,,Activitati de intermediere pentru servicii suport pentru intreprinderi n.c.a.,2
1,824,8240,Activitati de intermediere pentru servicii suport pentru intreprinderi n.c.a.,3
1,829,,Activitati de servicii suport pentru intreprinderi n.c.a.,2
1,829,8291,Activitati ale agentiilor de colectare si a birourilor (oficiilor) de raportare a creditului,3
1,829,8292,Activitati de ambalare,3
1,829,8299,Alte activitati de servicii suport pentru intreprinderi n.c.a. SECTIUNEA P -ADMINISTRATIE PUBLICA SI APARARE; ASIGURARI SOCIALE DIN SISTEMUL PUBLIC 84 Administratie publica si aparare; asigurari sociale din sistemul public,3
1,841,,"Administratie publica generala, economica si sociala",2
1,841,8411,Activitati de administratie publica generala,3
